,Charging Current (A),Actual Pilot (A),Voltage (V),Charging State,Energy Delivered (kWh),Power (kW)
2020-02-19T16:09:57+00:00,2.3,8.0,213.8,ADAPTIVE,0.000263055555556,0.489
2020-02-19T16:10:01+00:00,8.1,32.0,213.1,ADAPTIVE,0.0015975,1.7369999999999999
2020-02-19T16:10:05+00:00,8.2,32.0,213.1,ADAPTIVE,0.00340861111111,1.7329999999999999
2020-02-19T16:10:09+00:00,8.0,32.0,213.2,ADAPTIVE,0.00521138888889,1.706
2020-02-19T16:10:13+00:00,8.2,32.0,213.1,ADAPTIVE,0.00702138888889,1.74
2020-02-19T16:10:17+00:00,8.1,32.0,213.2,ADAPTIVE,0.00882805555556,1.736
2020-02-19T16:10:21+00:00,8.0,32.0,213.3,ADAPTIVE,0.0106316666667,1.714
2020-02-19T16:10:25+00:00,8.2,32.0,213.2,ADAPTIVE,0.0124480555556,1.742
2020-02-19T16:10:29+00:00,8.1,32.0,213.3,ADAPTIVE,0.014255833333299998,1.726
2020-02-19T16:10:33+00:00,8.0,32.0,213.2,ADAPTIVE,0.0160583333333,1.71
2020-02-19T16:10:37+00:00,8.2,32.0,213.1,ADAPTIVE,0.0178727777778,1.736
2020-02-19T16:10:41+00:00,8.1,32.0,213.2,ADAPTIVE,0.019677777777800002,1.71
2020-02-19T16:10:45+00:00,8.2,32.0,213.1,ADAPTIVE,0.0214880555556,1.7289999999999999
2020-02-19T16:10:48+00:00,8.1,32.0,213.1,ADAPTIVE,0.023289722222199997,1.724
2020-02-19T16:10:52+00:00,8.1,32.0,213.1,ADAPTIVE,0.0251025,1.7289999999999999
2020-02-19T16:10:56+00:00,8.1,32.0,213.1,ADAPTIVE,0.026913055555599998,1.7349999999999999
2020-02-19T16:11:00+00:00,8.0,32.0,213.1,ADAPTIVE,0.028712222222199997,1.71
2020-02-19T16:11:04+00:00,8.1,32.0,213.1,ADAPTIVE,0.030523611111099996,1.7249999999999999
2020-02-19T16:11:08+00:00,8.1,32.0,213.1,ADAPTIVE,0.032324722222199995,1.716
2020-02-19T16:11:12+00:00,8.1,32.0,213.1,ADAPTIVE,0.03413694444439999,1.726
2020-02-19T16:11:16+00:00,8.1,32.0,212.9,ADAPTIVE,0.03594194444439999,1.7089999999999999
2020-02-19T16:11:20+00:00,8.1,32.0,213.1,ADAPTIVE,0.037751111111099994,1.728
2020-02-19T16:11:24+00:00,8.1,32.0,213.1,ADAPTIVE,0.0395566666667,1.726
2020-02-19T16:11:28+00:00,8.2,32.0,213.1,ADAPTIVE,0.0413697222222,1.7309999999999999
2020-02-19T16:11:32+00:00,8.1,32.0,213.2,ADAPTIVE,0.0431752777778,1.7209999999999999
2020-02-19T16:11:36+00:00,8.1,32.0,213.1,ADAPTIVE,0.0449838888889,1.7229999999999999
2020-02-19T16:11:40+00:00,8.2,32.0,213.0,ADAPTIVE,0.046791111111099994,1.7329999999999999
2020-02-19T16:11:44+00:00,8.1,32.0,213.1,ADAPTIVE,0.0486027777778,1.7109999999999999
2020-02-19T16:11:48+00:00,8.2,32.0,213.1,ADAPTIVE,0.050405,1.7309999999999999
2020-02-19T16:11:52+00:00,8.1,32.0,213.1,ADAPTIVE,0.0522122222222,1.714
2020-02-19T16:11:55+00:00,8.2,32.0,213.1,ADAPTIVE,0.0540186111111,1.738
2020-02-19T16:11:59+00:00,8.1,32.0,213.0,ADAPTIVE,0.0558316666667,1.7109999999999999
2020-02-19T16:12:03+00:00,8.2,32.0,213.1,ADAPTIVE,0.0576355555556,1.744
2020-02-19T16:12:07+00:00,8.0,32.0,213.1,ADAPTIVE,0.0594516666667,1.708
2020-02-19T16:12:11+00:00,8.2,32.0,213.0,ADAPTIVE,0.061259999999999995,1.748
2020-02-19T16:12:15+00:00,8.0,32.0,213.0,ADAPTIVE,0.0630638888889,1.7129999999999999
2020-02-19T16:12:19+00:00,8.1,32.0,213.1,ADAPTIVE,0.0648791666667,1.7249999999999999
2020-02-19T16:12:23+00:00,8.1,32.0,213.1,ADAPTIVE,0.0666886111111,1.7149999999999999
2020-02-19T16:12:27+00:00,8.1,32.0,213.1,ADAPTIVE,0.0685055555556,1.7209999999999999
2020-02-19T16:12:31+00:00,8.1,32.0,213.1,ADAPTIVE,0.0703108333333,1.7249999999999999
2020-02-19T16:12:35+00:00,8.1,32.0,213.1,ADAPTIVE,0.07211972222219999,1.7129999999999999
2020-02-19T16:12:39+00:00,8.2,32.0,213.1,ADAPTIVE,0.0739294444444,1.7409999999999999
2020-02-19T16:12:43+00:00,8.0,32.0,213.1,ADAPTIVE,0.0757427777778,1.704
2020-02-19T16:12:47+00:00,8.2,32.0,213.1,ADAPTIVE,0.07754666666669999,1.7349999999999999
2020-02-19T16:12:51+00:00,8.0,32.0,213.1,ADAPTIVE,0.0793602777778,1.7129999999999999
2020-02-19T16:12:55+00:00,8.2,32.0,213.0,ADAPTIVE,0.08116638888889999,1.7409999999999999
2020-02-19T16:12:58+00:00,8.0,32.0,213.1,ADAPTIVE,0.0829775,1.7089999999999999
2020-02-19T16:13:02+00:00,8.2,32.0,213.1,ADAPTIVE,0.0847830555556,1.744
2020-02-19T16:13:06+00:00,8.1,32.0,213.1,ADAPTIVE,0.0865980555556,1.7129999999999999
2020-02-19T16:13:10+00:00,8.2,32.0,213.1,ADAPTIVE,0.0884019444444,1.736
2020-02-19T16:13:14+00:00,8.0,32.0,213.1,ADAPTIVE,0.09021138888889998,1.708
2020-02-19T16:13:18+00:00,8.2,32.0,213.1,ADAPTIVE,0.0920141666667,1.7409999999999999
2020-02-19T16:13:22+00:00,8.2,32.0,213.1,ADAPTIVE,0.09383,1.734
2020-02-19T16:13:26+00:00,8.1,32.0,213.0,ADAPTIVE,0.0956338888889,1.724
2020-02-19T16:13:30+00:00,8.2,32.0,213.1,ADAPTIVE,0.09745027777779999,1.7429999999999999
2020-02-19T16:13:34+00:00,8.0,32.0,212.9,ADAPTIVE,0.0992505555556,1.712
2020-02-19T16:13:38+00:00,8.1,32.0,213.1,ADAPTIVE,0.101055555556,1.7349999999999999
2020-02-19T16:13:42+00:00,8.0,32.0,213.1,ADAPTIVE,0.10286694444399999,1.7089999999999999
2020-02-19T16:13:46+00:00,8.2,32.0,213.3,ADAPTIVE,0.104675833333,1.7429999999999999
2020-02-19T16:13:50+00:00,8.1,32.0,213.1,ADAPTIVE,0.106491111111,1.7169999999999999
2020-02-19T16:13:54+00:00,8.1,32.0,213.2,ADAPTIVE,0.10829749999999999,1.73
2020-02-19T16:13:58+00:00,8.1,32.0,213.2,ADAPTIVE,0.11011,1.718
2020-02-19T16:14:02+00:00,8.2,32.0,213.2,ADAPTIVE,0.11191749999999999,1.748
2020-02-19T16:14:05+00:00,8.0,32.0,213.1,ADAPTIVE,0.113734722222,1.7089999999999999
2020-02-19T16:14:09+00:00,8.2,32.0,213.1,ADAPTIVE,0.11554833333299999,1.738
2020-02-19T16:14:13+00:00,8.1,32.0,213.1,ADAPTIVE,0.1173525,1.7129999999999999
2020-02-19T16:14:17+00:00,8.2,32.0,213.1,ADAPTIVE,0.11916249999999999,1.7389999999999999
2020-02-19T16:14:21+00:00,8.1,32.0,213.0,ADAPTIVE,0.12097333333299999,1.7229999999999999
2020-02-19T16:14:25+00:00,8.1,32.0,213.1,ADAPTIVE,0.122786111111,1.7269999999999999
2020-02-19T16:14:29+00:00,8.1,32.0,213.1,ADAPTIVE,0.124591111111,1.7269999999999999
2020-02-19T16:14:33+00:00,8.1,32.0,213.1,ADAPTIVE,0.126404166667,1.7229999999999999
2020-02-19T16:14:37+00:00,8.0,32.0,213.1,ADAPTIVE,0.128205555556,1.7049999999999998
2020-02-19T16:14:41+00:00,8.2,32.0,213.1,ADAPTIVE,0.130016944444,1.734
2020-02-19T16:14:45+00:00,8.1,32.0,213.0,ADAPTIVE,0.13182777777799998,1.7089999999999999
2020-02-19T16:14:49+00:00,8.1,32.0,213.0,ADAPTIVE,0.133638333333,1.722
2020-02-19T16:14:53+00:00,8.1,32.0,213.2,ADAPTIVE,0.13544083333299997,1.7069999999999999
2020-02-19T16:14:57+00:00,8.2,32.0,213.1,ADAPTIVE,0.1372525,1.7449999999999999
2020-02-19T16:15:01+00:00,8.1,32.0,213.1,ADAPTIVE,0.139063055556,1.7169999999999999
2020-02-19T16:15:05+00:00,8.1,32.0,213.1,ADAPTIVE,0.140866111111,1.7349999999999999
2020-02-19T16:15:09+00:00,8.0,32.0,213.1,ADAPTIVE,0.142680277778,1.71
2020-02-19T16:15:12+00:00,8.1,32.0,213.0,ADAPTIVE,0.14448694444399998,1.726
2020-02-19T16:15:16+00:00,8.2,32.0,213.1,ADAPTIVE,0.146298888889,1.734
2020-02-19T16:15:20+00:00,8.1,32.0,213.1,ADAPTIVE,0.148104722222,1.7169999999999999
2020-02-19T16:15:24+00:00,8.1,32.0,213.1,ADAPTIVE,0.149911666667,1.7289999999999999
2020-02-19T16:15:28+00:00,8.1,32.0,213.1,ADAPTIVE,0.151725277778,1.72
2020-02-19T16:15:32+00:00,8.2,32.0,213.1,ADAPTIVE,0.153536666667,1.738
2020-02-19T16:15:36+00:00,8.1,32.0,213.0,ADAPTIVE,0.155351944444,1.714
2020-02-19T16:15:40+00:00,8.1,32.0,213.1,ADAPTIVE,0.15715583333299998,1.7289999999999999
2020-02-19T16:15:44+00:00,8.0,32.0,213.0,ADAPTIVE,0.1589625,1.712
2020-02-19T16:15:48+00:00,8.2,32.0,213.0,ADAPTIVE,0.16078138888899998,1.738
2020-02-19T16:15:52+00:00,8.1,32.0,213.1,ADAPTIVE,0.16258638888899998,1.716
2020-02-19T16:15:56+00:00,8.1,32.0,213.1,ADAPTIVE,0.164399166667,1.732
2020-02-19T16:16:00+00:00,8.1,32.0,213.0,ADAPTIVE,0.16620583333299999,1.718
2020-02-19T16:16:04+00:00,8.1,32.0,213.1,ADAPTIVE,0.16802,1.734
2020-02-19T16:16:08+00:00,8.1,32.0,213.1,ADAPTIVE,0.1698225,1.7189999999999999
2020-02-19T16:16:12+00:00,8.2,32.0,213.2,ADAPTIVE,0.171637222222,1.7349999999999999
2020-02-19T16:16:16+00:00,8.1,32.0,213.2,ADAPTIVE,0.173455,1.716
2020-02-19T16:16:19+00:00,8.2,32.0,213.1,ADAPTIVE,0.175258888889,1.746
2020-02-19T16:16:23+00:00,8.1,32.0,213.1,ADAPTIVE,0.17707861111099998,1.7129999999999999
2020-02-19T16:16:27+00:00,8.2,32.0,213.1,ADAPTIVE,0.178886388889,1.74
2020-02-19T16:16:31+00:00,8.1,32.0,213.2,ADAPTIVE,0.18070194444399998,1.7069999999999999
2020-02-19T16:16:35+00:00,8.2,32.0,213.1,ADAPTIVE,0.182508055556,1.738
2020-02-19T16:16:39+00:00,8.1,32.0,213.1,ADAPTIVE,0.18432527777799998,1.7149999999999999
2020-02-19T16:16:43+00:00,8.2,32.0,213.2,ADAPTIVE,0.186129722222,1.7409999999999999
2020-02-19T16:16:47+00:00,8.0,32.0,213.2,ADAPTIVE,0.18794194444399998,1.714
2020-02-19T16:16:51+00:00,8.1,32.0,213.1,ADAPTIVE,0.18975638888899998,1.728
2020-02-19T16:16:55+00:00,8.1,32.0,213.1,ADAPTIVE,0.191566388889,1.712
2020-02-19T16:16:59+00:00,8.1,32.0,213.1,ADAPTIVE,0.193384444444,1.73
2020-02-19T16:17:03+00:00,8.1,32.0,213.2,ADAPTIVE,0.195185555556,1.7229999999999999
2020-02-19T16:17:07+00:00,8.2,32.0,213.1,ADAPTIVE,0.19699638888899998,1.7329999999999999
2020-02-19T16:17:11+00:00,8.1,32.0,213.4,ADAPTIVE,0.19879833333299998,1.716
2020-02-19T16:17:15+00:00,8.2,32.0,213.1,ADAPTIVE,0.20061833333299997,1.738
2020-02-19T16:17:19+00:00,8.1,32.0,213.1,ADAPTIVE,0.202424166667,1.714
2020-02-19T16:17:23+00:00,8.2,32.0,213.1,ADAPTIVE,0.204238611111,1.7389999999999999
2020-02-19T16:17:26+00:00,8.1,32.0,213.1,ADAPTIVE,0.20603694444399998,1.7189999999999999
2020-02-19T16:17:30+00:00,8.2,32.0,213.1,ADAPTIVE,0.20785861111099999,1.734
2020-02-19T16:17:34+00:00,8.1,32.0,213.1,ADAPTIVE,0.209660555556,1.722
2020-02-19T16:17:38+00:00,8.2,32.0,213.1,ADAPTIVE,0.21147194444399997,1.7309999999999999
2020-02-19T16:17:42+00:00,8.2,32.0,213.1,ADAPTIVE,0.21328333333299998,1.734
2020-02-19T16:17:46+00:00,8.1,32.0,213.0,ADAPTIVE,0.215098055556,1.7189999999999999
2020-02-19T16:17:50+00:00,8.1,32.0,213.1,ADAPTIVE,0.216898888889,1.73
2020-02-19T16:17:54+00:00,8.0,32.0,213.1,ADAPTIVE,0.218705555556,1.716
2020-02-19T16:17:58+00:00,8.2,32.0,213.1,ADAPTIVE,0.22051888888899998,1.7369999999999999
2020-02-19T16:18:02+00:00,8.0,32.0,213.0,ADAPTIVE,0.22232638888899997,1.7069999999999999
2020-02-19T16:18:06+00:00,8.2,32.0,213.1,ADAPTIVE,0.224138888889,1.7309999999999999
2020-02-19T16:18:10+00:00,8.1,32.0,213.1,ADAPTIVE,0.225948611111,1.71
2020-02-19T16:18:14+00:00,8.2,32.0,213.2,ADAPTIVE,0.22775944444399998,1.7309999999999999
2020-02-19T16:18:18+00:00,8.1,32.0,213.1,ADAPTIVE,0.229566111111,1.7129999999999999
2020-02-19T16:18:22+00:00,8.2,32.0,213.1,ADAPTIVE,0.23138194444399998,1.746
2020-02-19T16:18:26+00:00,8.0,32.0,213.1,ADAPTIVE,0.233188333333,1.6989999999999998
2020-02-19T16:18:30+00:00,8.2,32.0,212.9,ADAPTIVE,0.234994722222,1.7429999999999999
2020-02-19T16:18:33+00:00,8.1,32.0,213.1,ADAPTIVE,0.23680777777799997,1.716
2020-02-19T16:18:37+00:00,8.1,32.0,213.0,ADAPTIVE,0.23861888888899999,1.728
2020-02-19T16:18:41+00:00,8.1,32.0,213.2,ADAPTIVE,0.24042611111099998,1.7169999999999999
2020-02-19T16:18:45+00:00,8.2,32.0,213.1,ADAPTIVE,0.24223583333299997,1.734
2020-02-19T16:18:49+00:00,8.1,32.0,213.2,ADAPTIVE,0.2440425,1.72
2020-02-19T16:18:53+00:00,8.1,32.0,213.2,ADAPTIVE,0.24586,1.728
2020-02-19T16:18:57+00:00,8.2,32.0,213.3,ADAPTIVE,0.24766388888899998,1.7409999999999999
2020-02-19T16:19:01+00:00,8.2,32.0,213.1,ADAPTIVE,0.249481944444,1.7289999999999999
2020-02-19T16:19:05+00:00,8.1,32.0,213.3,ADAPTIVE,0.251295277778,1.732
2020-02-19T16:19:09+00:00,8.1,32.0,213.2,ADAPTIVE,0.253104444444,1.7209999999999999
2020-02-19T16:19:13+00:00,8.2,32.0,213.2,ADAPTIVE,0.254916388889,1.7449999999999999
